ID,NAME,DOMAIN,SERVICES,ABOUT,WHY WORK WITH US,BROCHURE,ADDRESS,STAFF,STAFF INVITES PENDING,CLIENTS,INDUSTRIES,PRIMARY SERVICE,COMPLETENESS PERCENT,CREATED ON,LAST UPDATED ON,LANGUAGES USED,HIDDEN (INACTIVE),LAST HIDDEN ON,LAST VISIBLE ON,ONLY VISIBLE TO WL
2047,VIVASURE MEDICAL LTD,vivasuremedical.com,,"Vivasure Medical Ltd. is an ISO 13485 registered medical device company based at Europe’s leading MedTech cluster in Galway, Ireland. Founded in 2009, the company is led by an experienced management team and backed by a syndicate of international venture capital investors and state agencies. The company has developed and patented the world’s first fully absorbable, patch-based closure device specifically designed to seal large-bore arteriotomies in endovascular procedures. Please, refer to our website for further information.",,,,,,,,,0,05/12/2023 10:36,,,no,-,05/12/2023 10:36,no
1804,GREENVALLEY FARMS LTD,killowen.ie,,"Killowen Farm is the only Single Origin Dairy yogurt producer, in Ireland. Every drop of milk, in our delicious, award-winning Killowen Farm yogurt, comes from our beloved cows. Cows whom we know by name, as we have cared for them through nine generations of the Dunne family, on our Wexford farm, at the foothills of the Blackstairs Mountains. Happy cows make happy milk, which creates a joyously, good yogurt. One taste and you’ll believe it.",,,,,,,,,0,29/11/2023 11:40,,,no,-,29/11/2023 11:40,no
2510,NUALTRA LTD,nualtra.ie,,"Founded in 2012 by Registered Dietitian Paul Gough, Nualtra is a medical nutrition company with the goal of delivering great-tasting, affordable Oral Nutritional Supplements (ONS). Our purpose (Better Value, Better Lives) means we aim to create better value for the healthcare systems in the UK &amp. Ireland through introducing more cost-effective supplements and transforming CCG medical nutrition prescribing with our Forefront Programmes (forefront.nualtra.com) and insight portal: ForefrontRx (forefrontrx.com) Through innovating the best-tasting supplements in the market, we aim to create better lives for patients by improving their experience of medical nutrition. We are currently the fastest-growing medical nutrition company in the UK and Ireland, working closely with CCGs, Nursing Homes and Health Authorities to support our range of supplements and improve patient health through enabling a higher rate of compliance.",,,,,,,,,0,12/12/2023 17:14,,,no,-,12/12/2023 17:14,no
2652,NOBOX OUTSOURCING LIMITED,nobox.ie,,"Nobox HR Outsourcing Solutions HR Made Simple Working closely with our clients, Nobox develop and implement bespoke and cost effective local and international payroll, talent sourcing, contract employment, training and HR management solutions. We work with you to reduce your costs, improve your efficiency and increase your profits through the provision of our tailor made HR solutions Based in Dublin, Ireland, Nobox is an initiative of Crewlink and Dalmac Recruitment &amp. Aviation Services. These companies have been providing local and international payroll, recruitment, HR and training services for over 25 years to the aviation, transportation, hospitality, I.T., medical and language sectors. In fact we’re the biggest supplier of customer service staff to Europe’s largest airline, employing over 4000 people directly across Europe. Nobox is now bringing this combined experience and expertise to sectors such as ICT, Professional Services and transportation – in Ireland, the EU, The Middle East and North Africa. For more information about our complete range of outsourced HR and employment solutions, visit www.nobox.ie",,,,,,,,,0,12/12/2023 17:23,,,no,-,12/12/2023 17:23,no
3116,DUNDALK BAY BREWERY AND DISTILLERY CO LIMITED,dbbd.ie,,"Dundalk Bay Brewery is a state-of-the-art independent brewing and distilling company established in 2015. They are 100% Irish owned and family run, with over 30 years of experience in the industry. They produce a range of handcrafted alcoholic and non-...",,,,,,,,,0,11/01/2024 11:36,,,no,-,11/01/2024 11:36,no
3665,Avenir Sports,avenirsports.ie,Sports Tech & Sporting Goods,"The exclusive distributors for Hudl Products in Northern Ireland and the Republic of Ireland. Hudl is a performance analysis software that connects to multiple devices/cameras, allowing for multi-angle capture and streamlined presentations of team performance. Team performances can be viewed on multiple devices and there is editing software built into HUDL, so there is no need to export video files. Avenir Sports is also linked with Wyscout, which has data from 600+ leagues and includes in depth reports on games + teams. Finally, they also provide consultation on performance analysis – offering tailored solutions and analysis training to teams/clubs.",,,,,,,,Sports Tech & Sporting Goods,12,03/07/2024 16:36,,,no,-,03/07/2024 16:36,no
282,funbakers,thefunbakers.com,Digital Entertainment,"Fun Bakers Studio is an indie game development company that specializes in interactive fiction detective mobile games.Сontrary to the popular ""three is a crowd"" group dynamics we strongly believe in a ""three of a perfect pair"" approach in everything we do as a company. Connecting Saint Petersburg, the cultural heart of Russia, with Samara, the heartland of Russian beer, we are steadily moving towards Dublin, the European beer capital of IT and good music. Every boyband has a smart guy, a good-looking guy and a bad boy on board. We have Demid Tishin, an entrepreneur with 10 years of experience in IT as a CEO of a successful company, he's at the bright side of the company. On the dark side we have Ilya Moshkov, who is trying to look bad-ass but still being a white collar business school alumnus. And on the side that actually works we have Alex Nitz, an American-educated medicine doctor, who is there because it's cool to have a real doctor in your team and because he happens to be a talented art director.We want to make cool games that actually do matter!",,,,,,,,Digital Entertainment,12,27/09/2023 16:31,,,no,-,27/09/2023 16:31,no
2965,XUNISON LIMITED,xunison.com,,"Xunison: Powering a connected, secure, and sustainable future with smart technology Welcome to the Xunison LinkedIn page! We are thrilled to connect with you and share how our cutting-edge technology can benefit your business. Xunison is an Irish-based technology company that specializes in providing innovative software and hardware solutions to the Telco and ISP industries. Focused on empowering Communications Service Providers (CSPs) with the tools they need to deliver a seamless connected lifestyle for their customers, Xunison offers a comprehensive suite of customizable routers, cloud-based management platforms, intuitive mobile apps, and smart accessories. At Xunison our mission is to enable service providers to deliver secure and reliable connected living solutions for their customers",,,,,,,,,0,11/01/2024 11:20,,,no,-,11/01/2024 11:20,no
489,FinReg Global Solutions Limited,finregglobal.com,"Enterprise Software,Business Intelligence,Enterprise Applications","Our FinReg Technology Platform can be used on a no code basis by risk and compliance professionals to develop best-in-class risk and compliance solutions for global business.We understand the value of collegiality in creating risk &amp.; compliance technology solutions. Regulators, risk professionals, businesses, the tech industry and advisors. each has a distinct role in the development of risk &amp.; compliance solutions. We know them, we understand them, we value them - and we work with them.Who do we work with?Credit unions and industry bodies in the UK and Ireland.Financial services firms in Ireland, the US and Singapore.Hospitals in the US.Market Serve: UK, Europe, Asia-Pacific, North America",We understand that it is the business models of the companies we work with that drive risk and compliance software design and implementation. Understanding the relationship between business and risk / compliance enables the development of solutions which align the needs of all stakeholders.,,"11 Carmanhall Rd, Sandyford, Dublin, Ireland",,"Company Contact - clodagh.byrne@finregglobal.com, Kilian Doyle - kilian.doyle@finregglobal.com",,,Enterprise Applications,37,29/10/2023 20:28,,,no,-,29/10/2023 20:28,no
3008,&OPEN GIFTS LIMITED,andopen.co,,"Better gifting at scale. At &amp.Open, we’re redefining corporate gifting: less waste, with more impact - to create lasting relationships built on meaningful, better gifting experiences. Our easy-to-integrate technology makes gifting seamless for global companies and teams of all types. We support Marketing, CX and HR teams by fostering emotional connections with customers, inspiring increased retention and advocacy. TLDR. Good gifts are small ways to build big, lasting brands. For press enquiries get in touch at press@andopen.co",,,,,,,,,0,11/01/2024 11:28,,,no,-,11/01/2024 11:28,no
3713,INNALABS LTD,innalabs.com,"Aerospace & Aviation,Consultancy,Sub-Supply,Space,Satellite Sub-Systems (upstream),Hardware","InnaLabs® is a leading designer and manufacturer of high-performance inertial sensors including tactical grade coriolis vibratory gyroscopes and navigation grade quartz servo accelerometers. We are a European, high technology company providing high quality, robust solutions for aerospace, subsea, marine, land, space, civil engineering, transportation and industrial applications. Our high performance accelerometers and gyroscopes meet the stringent requirements of our customers for precision guidance, stabilisation, navigation and orientation applications. Why choose InnaLabs®? European Supplier - ITAR-Free Products Quality - High Performance Inertial Sensors for Superior Reliability Flexibility - Custom Solutions to meet your Project Needs Value - Competitive Pricing and Fast Delivery Support - Excellent Pre and Post Sale Customer Support Innovation - Highly skilled and Experienced Engineering Team Committed to ongoing Research and Development",,,,,,,,Satellite Sub-Systems (upstream),25,26/07/2024 12:18,,,no,-,26/07/2024 12:18,no
2655,CREATIVE CITY LIMITED,gocreateacademy.com,,"GoCreateAcademy offers university accredited &amp. industry endorsed e-learning course and qualification packages across the creative arts (Radio, TV, Fashion, Photography). Our courses are all run by industry experts. People who are passionate about their craft and about passing on their experience. Our awards are provided by the Ofqual regulated University of West London’s London College of Music who are as serious about creativity and education as we are. Our courses are run with you in mind - your convenience, your qualification, your future. In short we are about results. The right results...for you.",,,,,Susan Hickey - susan@gocreateacademy.com,,,,12,12/12/2023 17:23,,,no,-,12/12/2023 17:23,no
3131,MOY MATERIALS LIMITED,moymaterials.com,Construction,"Moy Ltd is a global leading supplier of high performance flat roof waterproofing systems for the roofing industry. Our innovative, long-lasting waterproofing solutions and unparalleled technical support have earned us a raft of high profile clients, in both the new build and refurbishment markets across Europe, UK and beyond.",,,,,,,,Construction,25,11/01/2024 11:37,,,no,-,11/01/2024 11:37,no
1722,Alison,alison.com,"Education,Educational Technology,Educational Learning (eLearning)","Alison is the world's largest free online empowerment platform. It was founded in 2007, with a mission of wielding the power of free education to transform lives and, ultimately, the world. Today, Alison is still guided by that belief and has empowered 40 million+ learners and 8 million+ graduates across 193 countries - through 5,000+ CPD-accredited Certificate and Diploma courses and a variety of impactful career development tools.Alison empowers everyone, everywhere, to not only learn, but also find careers they are interested in, get upskilled for careers through relevant courses, discover their professional strengths through psychometric tests, and build a resumé so that they can apply to their dream jobs - all for free. Furthermore, Alison offers an Affiliate Programme that can enable individuals to earn an additional income.Alison also enables organisations as a whole to empower their workforce through a Free Learning Management System (Free LMS) that is easy to use and quick to set up. Alison's Free LMS is free for unlimited users and also includes a variety of impactful features that are transforming how organisations and non-profits upskill their employees. These include personalised &amp.; pre-curated courses, live virtual support, and in-depth tracking, analytics and reporting of learners' learning progress, among many others.",,https://d3bddsqeatnr0e.cloudfront.net/brochures/Alison_Products_and_Services_-_July.pdf,"Mount Carmel Rd, Co. Galway, Ireland","Liesl Coetzer - lcoetzer@alison.com, Olivia Cosgrove - ocosgrove@alison.com",,,"Education Management,E-learning",Education,62,29/11/2023 11:34,22/08/2024 05:54,,no,-,29/11/2023 11:34,no
551,Flaircraft Ltd,flaircraft.ie,"Jewelry,Consumer Products","Flaircraft corporate is a proudly Irish jewellery company built by a family of jewellery enthusiasts. The company has been making a variety of unique and alluring jewellery for over 40 years. Our niche brands include ShanOre, Ocean jewellery and Signature. ​​The pieces we make are sentimental, dynamic and timeless. They strive to evoke nostalgic experiences, create emotional connections, and make for memorable heirlooms that are transferred through generations. Beyond this, the company prioritizes creating wholesome experiences for both its customers and staff.​Recent Media Coveragehttps://issuu.com/seasideretailer.com/docs/seaside_retailer_july-august_2023Market Serve: North America, Europe, Middle East","We at Flaircraft are proud of our 40-year history in the jewelry industry. We have built a strong reputation for trust and reliability, and our customers continue to come back to us for our high-quality products and excellent customer service.We offer three brands: Signature, Shanore, and Ocean Jewelry. Each brand has its own unique style and appeal, so we can offer retailers a wide range of products to choose from. We also offer a variety of customization options, so retailers can create jewelry that is perfectly suited to their target audience.Flaircraft is a growing company, and we are always looking for new ways to expand our reach. We are committed to working with retailers to help them succeed. We offer a variety of support services, including marketing assistance, training, and merchandising. We also offer competitive pricing and discounts for large orders.If you are looking for a reliable and trustworthy jewelry partner, Flaircraft is the company for you. We have a long history of success, and we are committed to helping our retailers succeed. Contact us today to learn more about how we can work together.",https://d3bddsqeatnr0e.cloudfront.net/brochures/OC_LOOKBOOK_23JUL_1.pdf,"Unit 2057, Block B, Castle Drive, Citywest Business Campus, Dublin, D24 Y425",,Shane Maher - shane@flaircraft.ie,"Argento Jewelers (), Blarney Castle (blarneycastle.ie), DanaTyler (danatyler.com), Donegal Square (donegalsquare.com), Gretchens Hallmark (), My Irish Jeweler (myirishjeweler.com), Park Jewelers (), SeaWorld (seaworld.com), Shimmering Seas (shimmeringseas.com), The Paper Store (thepaperstore.com)",,Consumer Products,75,01/11/2023 04:35,,,no,-,01/11/2023 04:35,no
534,The Ei Unlimited Company,eielectronics.ie,"Electronics & Electronic Manufacturing,Components,Home,Consumer Products","With turnover in 2022 in excess of €390m, and 1,250 employees worldwide, Ei Electronics www.eielectronics.com. commands a leadership position globally as a manufacturer of residential fire and gas detection products.The Company is 100% Irish owned and is in existence for over 55 years. Over 30 years ago it became a fully-fledged Irish Company after a management buy-out from General Electric under the direction of CEO Mick Guinee in 1988.Ei ranks as one of Ireland’s largest indigenous manufacturing and exporting electronics Companies. It occupies a 32,000m2 campus in Shannon where all business functions are headquartered. R&amp.D;, Sales and Marketing, Manufacturing, Customer Service and Finance &amp.; Admin.With customers in over 30 countries worldwide, Ei also employs an additional 100 people in its 5 wholly owned overseas subsidiaries in the UK, Germany, France, the USA and Australia, bringing total headcount today to over 1,250. Over 90% of turnover is accounted for by exports, the primary overseas markets today being the UK, Germany, France USA, The Netherlands and Australia.Who do we work with?Electrical wholesalers, electrical installers and contractors, local authorities, housing associations and social landlords.Market Serve: Europe, UK, Nordics, Middle East, North America, Asia-Pacific, Rest of World",Ei’s fire detection and carbon monoxide products have been keeping families safe in their homes for generations – both in Ireland and globally.,,"Shannon Park, Lifford, Ennis, Co. Clare, Ireland",,Peter Murphy - peter.murphy@eielectronics.ie,,,Electronics & Electronic Manufacturing,25,31/10/2023 19:44,,,no,-,31/10/2023 19:44,no
3793,ACGT VECTOR DESIGNATED ACTIVITY COMPANY,acgtvector.com,"Pharma,Healthcare","aCGT Vector DAC secured Irish Government Disruptive Technologies Innovation funding and as part of a public private partnership consortium that will invest €10.5m in bringing together a world class team of cellular therapy expertise.A GMP Licensed ATMP (Advanced Therapy Medicinal Products) Point-of-Care Facility within a world renowned known world class GMP Licensed ATMP (Advanced Therapy Medicinal Products) Facility within Trinity College Dublin Modern Medicines Initiative.This ‘beyond translational‘ scientific collaboration will be the start of an initiative that will bring standardised and localised delivery of safe and effective transformational and potentially curative Cellular therapies to many more patients globally, by strategically locating aCGT Vector’s ATMP GMP-in-a-BOX in Cellular Therapy hospital centres of excellence.The overriding goal of aCGT Vector is make more Cellular Therapy Procedures more accessible to more Patients globally. by lowering the cost per treatment and reducing therapy failure rates from the current 45% at manufacture and 50% 3 years into treatment.","aCGT Vector operates within a specialised cancer centre of excellence with access to patients, consultants, within a growing Irish cellular therapy ecosystem, ripe for clinical trials to initiate at a lower cost base to be able to access the EU market, as a land bridge centre.",,"Newtown Link Rd, Newtownstalaban, Co. Louth, Ireland",GARY MCAUSLAN - gary.mcauslan@acgtvector.com,,,,Pharma,25,29/07/2024 06:25,09/09/2024 21:13,English,no,-,29/07/2024 06:25,no
3575,PlasmaBound,plasmabound.com,"Aerospace & Aviation,Precision Engineering,Automotive,Energy,Construction,Finishing,Sports Tech & Sporting Goods,Space,Materials and Processes / Mechanisms,Sustainability","PlasmaBound offers a disruptive pre-treatment technology, Controlled Polymer Ablation (CPA), enabling robust adhesive joining of lightweight composites materials for a lighter future.","Our mission is to make it cheaper, cleaner, easier and much, much quicker to incorporate lightweight composite materials into vehicles &amp.; structures worldwide. We disrupt existing industry solutions for dissimilar materials bonding, painting &amp.; repair operations across automotive, aerospace/space, transport, and counting!Together we strive for our shared goal: deliver a direct, measurable contribution to global sustainability efforts by democratizing access to ultra-lightweight technologies – extending the range of vehicles at all price points, not merely premium.Currently, mid-range EV and high efficiency vehicles are barely viable in real, long term commercial terms. We aim to change that.",,"Stillorgan Rd, Dublin, Ireland",Xavier Montibert - nick.barry@plasmabound.com,Xavier Montibert - xavier.montibert@plasmabound.com,,"Automotive,Electrical/Electronic Manufacturing,Industrial Automation,Manufacturing,Offshore Wind,Renewables & Environment,Sports,Transportation/Trucking/Railroad,Aerospace,Construction,Space,Circularity,Battery Development,Energy,Railways,Recycling,Robotics,Wind Energy",Materials and Processes / Mechanisms,62,17/05/2024 12:09,04/06/2024 09:04,"Afrikaans, English, French, Hindi, Irish, Spanish",no,-,17/05/2024 12:09,no
3524,Madetech Limited (Billout),billoutapp.com,,"Billout is an all-in-one subscription management platform designed to simplify the lives of both consumers and businesses. Our platform streamlines the process of managing multiple subscriptions, providing a one-stop shop for users to track, manage, and analyse their subscriptions.","Take control of your recurring expenses with every click. Billout is the most robust, intuitive way to take ownership of your bills.",,,,michael.jacob@billoutapp.com,,,,12,01/02/2024 05:54,,,no,-,01/02/2024 05:54,no
299,THE SOFT BEDDING COMPANY LTD,softbedding.ie,"Logistics & Supply,Package/Freight Delivery,Home,Consumer Products","Since its inception in August 2010, The Soft Bedding Company has been dedicated to crafting and distributing a diverse range of Natural and Synthetic Duvets, Toppers, and Pillows. Over the years, our commitment to excellence has propelled us to continuously refine and innovate our production processes, achieving newfound heights of efficiency and sustainability.At the heart of our commitment to eco-friendliness, our synthetic duvet line stands out as a shining example. We take great pride in utilizing 100% recycled materials for the filling of our synthetic products, aligning our core values with the global imperative to reduce waste and preserve the environment.The Soft Bedding Company has flourished to become a proud employer of more than 25 individuals in the picturesque setting of Westport, Co. Mayo. Our growth is not just about expanding the workforce but also nurturing a culture of creativity, innovation, and passion for crafting premium bedding products.In our journey, we've embraced the symbiosis of quality, sustainability, and community growth. We aim to provide our customers with a luxurious, comfortable sleep experience while ensuring our ecological footprint remains minimal.The Soft Bedding Company invites you to experience the fusion of quality, sustainability, and comfort in every one of our products. Join us in our ongoing pursuit of a better night's sleep for all, without compromising on the well-being of our planet or our communityMarket Serve: UK, Europe","Clients choose our products and services for the extraordinary quality we bring to bedding. At The Soft Bedding Company, we set a gold standard for excellence in every aspect of our offerings. Our commitment to crafting exceptional bedding is unwavering, with meticulous attention to detail and innovative design, resulting in products that redefine comfort. Moreover, sustainability is at our core. our synthetic duvet line, made from 100% recycled materials, stands as a testament to our eco-friendly approach. Beyond our products, our thriving community in Westport, Co. Mayo, fuels our mission, fostering creativity and growth. With us, you embrace the finest in quality, innovation, and sustainability.",https://d3bddsqeatnr0e.cloudfront.net/brochures/The_Soft_Bedding_Company_Product_Catalgue.pdf,"Westport Rd, Castlebar, Co. Mayo, Ireland",,robertc@softbedding.ie,"Arnotts (arnotts.ie), Brown Thomas (brownthomas.com), Dunnes Stores (dunnesstores.com), Harry Corry (harrycorry.com), Harvey Norman Ireland (harveynorman.ie), Primark (primark.com), TK Maxx (tkmaxx.ie)",,Logistics & Supply,75,27/09/2023 16:51,,,no,-,27/09/2023 16:51,no
1283,HILLSTREET QUARRIES LTD,glenviewnaturalstone.ie,,"Glenview Natural Stone is a leading supplier of landscaping and horticultural products. They offer a wide range of natural stone, decorative aggregates, and silica sands for various applications. Their products are perfect for driveways, pathways, and ...",,,,,,,,,0,23/11/2023 17:49,,,no,-,23/11/2023 17:49,no
3596,Aerospace Propulsion Systems,aerospace-propulsion.com,"Aerospace & Aviation,Space,Structures / Pyrotechnics / Propulsion","Aerospace Propulsion Systems Limited is developing a UHF Linear drive engine, which could completely revolutionizing space exploration with silent, clean, and environmentally friendly relativistic engines. Their state-of-the-art propulsion system eliminates the need for heavy rocket fuel, making spacecraft light... Furthermore the units power output doubles and redoubles continuously, enabling speeds close to the speed of light. ",,,"XR3F+8F Rathguire, County Cork, Ireland",Charles Seadon - charles@aerospace-propulsion.com,,,Aerospace,Structures / Pyrotechnics / Propulsion,37,17/05/2024 19:29,24/06/2024 16:17,"English, Hungarian, Russian, Ukrainian",no,-,17/05/2024 19:29,no
1017,ILCU INTERNATIONAL DEVELOPMENT FOUNDATION LTD,ilcufoundation.ie,,"The ILCU International Development Foundation is the charitable arm of the Irish Credit Union movement. Through support from the credit unions throughout the island of Ireland, we provide financial and technical assistance to develop and strengthen cre...",,,,,,,,,0,08/11/2023 18:07,,,no,-,08/11/2023 18:07,no
3145,CONJURA IRELAND LIMITED,conjura.com,,"Conjura is a pioneering eCommerce data analytics platform that harnesses advanced AI to equip businesses of all sizes with enhanced visibility over their entire operational landscape. With its intuitive interface and powerful tools, Conjura makes it easy for businesses to analyse their product data, unlocking valuable insights that enable them to identify and seize new growth opportunities.Conjura's suite of solutions includes industry benchmarking, product analytics and automated brand health-check tools, all of which are designed to help eCommerce businesses overcome their operational challenges. The platform seamlessly integrates, benchmarks and takes action on data, helping businesses unlock their full potential for growth.","Conjura's advanced AI-powered platform provides eCommerce businesses with unparalleled visibility over their entire operational landscape, enabling them to unlock new growth opportunities and overcome operational challenges. With its powerful tools and user-friendly interface, Conjura makes it easy for businesses to analyse their product data and gain valuable insights that inform key business decisions.Conjura's industry benchmarking, product analytics and automated brand health-check tools provide businesses with the actionable data they need to drive growth, streamline operations, and improve customer experiences. With seamless data integration, benchmarking, and action-taking capabilities, businesses can leverage the full potential of their data and unlock new levels of growth with Conjura.At Conjura, we believe that data-driven decision-making is the key to success in today's eCommerce landscape. Our platform is designed to provide businesses with the tools they need to succeed, giving them the edge they need to stay ahead of the competition and unlock new levels of growth.",,,,aidan@conjura.com,"Brightpearl (brightpearl.com), CurrentBody (currentbody.com), eComplete Group (ecomplete.com), Sidera Labs (sideralabs.com)",,,50,11/01/2024 11:38,,,no,-,11/01/2024 11:38,no
3410,HIBERNIAN TESTING SERVICES LIMITED,hhc.ie,,Hibernian Health Check is a home blood testing service in Ireland. They offer a range of home blood testing kits that provide accurate health insights and actionable steps to improve health. Their friendly service ensures that customers receive their t...,,,,,,,,,0,11/01/2024 12:01,,,no,-,11/01/2024 12:01,no
408,Sedicii,sedicii.com,Cybersecurity,Sedicii is a company that provides identity and security solutions to prevent financial crime and enable commerce. They specialize in Privacy Preserving Technologies with proprietary technology in both Zero Knowledge Proof and Secure Multi Party Comput...,"Sedicii provides a real time verified confirmation of your identity against authoritative sources. We use advanced cryptography to and provide real time verification of identity without actually sharing any PII or other sensitive data. We also present a secure multiparty computation service that allows any bank participating in the network to pre-screen, in real-time, all parties to a payment transaction, regardless of the party's bank, for AML risk, that includes many types of common fraud. The service confidentially computes a joint decision tree across the sender and the recipient bank to identify pre-execution risk in real-time. In addition, the system visualises multiple transactions to expose fraud patterns. No bank learns anything about the other bank's customer as no information is shared other than the output risk assessment. The service has different modes of operation for banks, regulators and law enforcement so each will have different views and access to results.",,,,,,,Cybersecurity,12,28/09/2023 15:20,,,no,-,28/09/2023 15:20,no
1943,PROAIR HEAT RECOVERY VENTILATION SYSTEMS LTD,proair.ie,,"ProAir Heat Recovery Ventilation Systems is Ireland’s only manufacturer and industry leading specialist of Mechanical Ventilation with Heat Recovery (MVHR) systems. We started with a small workshop many years ago and now have three locations, our manufacturing facility in Galway and depots in Dublin and Cork so we are well positioned to design, supply, install and service systems throughout Ireland. With over 25 years’ experience in providing cost effective and efficient ventilation systems to buildings in general, ProAir were well placed to move into what has now become the thriving sector which is the low energy construction industry. All units installed are fully certified and in compliance with current Part F building regulations and ProAir covers a wide range of sectors including residential, education, hospitality, healthcare and small commercial projects. Our nZEB qualified, professional team provide an end to end service to ensure your home will be healthy, comfortable and energy efficient. Our customer focused service enables us to provide the very best solution for your home, whether you are building, renovating or extending. A bespoke system is designed specifically for your home, our highly skilled technicians install in compliance with the most up to date building regulations and certification is received upon completion. Aftersales support, including filter sales, is provided by the ProAir Service team. All ProAir systems come with a standard three-year warranty from the day of commissioning for added peace of mind. 🏡 Irish Manufacturer since 2004 🏡 Service and Support 🏡 Design, Supply and Install 🏡 Warranty 🏡 Commissioning and Certification 🏡 Installation teams Nationwide To find out more about our products or if you would like a free quotation please email us at sales@proair.ie or you can call us on 091 73 9442. We look forward to hearing from you.",,,,,,,,,0,29/11/2023 11:49,,,no,-,29/11/2023 11:49,no
319,Billfaster Ltd,billfaster.com,"Financial Services,Fintech","Billfaster is the easiest accounting software for small business. The Company make daily operations like invoicing, quoting customers, ordering supplies, tracking purchases, collecting debt, and financial management easier by providing you with simple user-friendly business software.",,,,,,,,Fintech,12,27/09/2023 17:34,,,no,-,27/09/2023 17:34,no
411,SMART Technologies,smarttech.com,Cybersecurity,"SMART Technologies is a company that provides technology solutions for teaching, learning, and work experiences in schools and workplaces. Their solutions include large format displays, collaboration software, and services.","We dedicate ourselves to upholding the highest standards of ethical and business performance to earn the trust and confidence of the customers we serve, two incredibly important factors in the cybersecurity industry. At Smarttech247 we are reinventing security for the cloud era. Realizing that the nature of cybersecurity problems had changed but the solutions had not, we built our VisionX platform to detect threats and stop breaches. With our VisionX platform, we created a multi-tenant, cloud native, intelligent security solution capable of protecting workloads across on-premise, virtualized, and cloud-based environments. Our SOC Analysts and Engineers are a critical component of Smarttech247’s MDR Platform and we are continually investing in cybersecurity talent. A broad range of security, technology, and customer experience professionals are assigned to each customer, providing a personalised level of service. Our service is geared towards proactive prevention and we do this by utilizing the latest in cloud, big data analytics and machine learning, along with our industry leading incident response team. Customer Commitment, Quality, Integrity, Teamwork and Innovation are our core values that drive our vision and mission.",,,,,,,Cybersecurity,12,28/09/2023 15:26,,,no,-,28/09/2023 15:26,no
3298,LIGHT HARDWARE SUPPLIES LIMITED,lighthardwaresupplies.ie,,"Light Hardware Supplies Limited is a company that specializes in providing a wide range of hardware products and accessories. They stock the full range of Quooker taps, which are known as the No.1 boiling water tap on the market. They also offer the LG...",,,,,,,,,0,11/01/2024 11:52,,,no,-,11/01/2024 11:52,no
367,SMART TRANSFER LTD,swirlcard.com,"Financial Services,Payments","Established in 2005, SWIRL Card is Ireland’s leading provider of prepaid cards with over 15 years track record in payment solutions for consumers and business customers. Under our well established brand, we offer open-loop, general use prepaid Euro and Gift Mastercards, which are accepted at over 45 million locations worldwide. The cards are easily reloadable online, via IBAN and through an extensive retail loading network.In 2016, the SWIRL Worldwide Gift Card was introduced and has been a huge success ! As a one time load card that can be used online or in store at millions of locations, the Worldwide Gift card has been praised by both general consumers and corporate customers for giving the recipient the option to use their gift or reward wherever they want, on whatever they want. The ultimate Gift of Choice ! SWIRL is proud to work with a range of multinational companies on their rewards and incentive programs, tailoring services based on the specific needs of each organisation.Market Serve: Europe, UK","While we continue to grow and lead the way in providing a streamlined, user-friendly and versatile corporate rewards option, we’re committed to always providing excellent service. Customer success has always been a priority for us and that continues to be the case with SWIRL Gift. Our dedicated corporate sales team are on hand to assist with tailoring our service to suit individual business needs and our friendly helpdesk (basedin Kildare) are available to help staff with any queries they may have when it comes to using their card.",,,,aneville@swirlcard.com,"Quote Devil (quotedevil.ie), Sheds Direct Ireland (shedsdirectireland.com), Sligo Park Hotel (sligoparkhotel.com), THE ROYAL COLLEGE OF PHYSICIANS OF IRELAND (rcpi.ie)",,Financial Services,62,28/09/2023 04:07,,,no,-,28/09/2023 04:07,no
2394,CARRA (IRELAND) LTD,carra.ie,,"Established in 1994, Carra is an Irish Company dedicated to providing our customers with the most up-to-date, innovative technical solutions to meet their traffic systems requirements. With over a decade of experience in intelligent transport systems (ITS), we are a provider of specialist equipment and services to customers such as An Garda Siochána (Irish police), the National Roads Authority, local authorities and emergency services in Ireland. We have unique experience and management skills to deliver the services required to meet our customers’ implementation and maintenance needs with the following technologies: • Electric Vehicle charging systems • Speed &amp. Red Light Enforcement • In-Vehicle Camera Systems • Automatic Number Plate Recognition (ANPR) • Speed Surveys / Traffic Counts • Emergency Telephones • Lighting Systems • Tolling Solutions • Weigh-in-Motion systems • ITS Maintenance • Road Safety Technology • Road Safety Audits • Specialist Safety Equipment • Personal Protective Equipment",,,,,,,,,0,12/12/2023 15:33,,,no,-,12/12/2023 15:33,no
3110,THE POSTGRADUATE APPLICATIONS CENTRE COMPANY LIMITED BY GUARANTEE,pac.ie,,"Founded in 1998, PAC is an Irish company, that enables its customers to process and assess online student applications efficiently and effectively. With more than twenty years’ experience working with Irish higher education institutions of all sizes, PAC has processed 214,129 applications for 4,235 courses. Our company offers best practice solutions that enable our customers to enjoy lower administration costs, obtain higher applicant numbers/conversions and benefit from better insights through business intelligence tools. Our goal is to provide support for both customers and applicants, allowing our customers to focus on what matters to them and supplying their applicants with a tailor-made, efficient and user-friendly service.",,,,,,,,,0,11/01/2024 11:35,,,no,-,11/01/2024 11:35,no
